Commune 2020;Libellé;Annee;retraités non-salariés agricoles;retraités salariés agricoles
02294;Étouvelles;2019;6;15
02295;Étréaupont;2019;46;65
02296;Étreillers;2019;18;62
02297;Étrépilly;2019;7;8
02298;Étreux;2019;25;107
02299;Évergnicourt;2019;N/A - secret statistique;30
02302;Faverolles;2019;N/A - secret statistique;14
02303;Fayet;2019;9;20
02304;La Fère;2019;21;98
02305;Fère-en-Tardenois;2019;71;276
02306;La Ferté-Chevresis;2019;14;56
02307;La Ferté-Milon;2019;17;149
02308;Fesmy-le-Sart;2019;41;31
02309;Festieux;2019;N/A - secret statistique;39
02310;Fieulaine;2019;14;14
02311;Filain;2019;N/A - secret statistique;9
02312;La Flamengrie;2019;78;62
02313;Flavigny-le-Grand-et-Beaurain;2019;17;31
02315;Flavy-le-Martel;2019;13;93
02316;Fleury;2019;0;12
02317;Fluquières;2019;N/A - secret statistique;15
02318;Folembray;2019;9;95
02319;Fonsomme;2019;9;23
02320;Fontaine-lès-Clercs;2019;N/A - secret statistique;N/A - secret statistique
02321;Fontaine-lès-Vervins;2019;34;45
02322;Fontaine-Notre-Dame;2019;14;18
02323;Fontaine-Uterte;2019;N/A - secret statistique;N/A - secret statistique
02324;Fontenelle;2019;23;13
02326;Fontenoy;2019;8;55
02327;Foreste;2019;N/A - secret statistique;17
02328;Fossoy;2019;13;33
02329;Fourdrain;2019;N/A - secret statistique;32
02330;Francilly-Selency;2019;6;20
02331;Franqueville;2019;N/A - secret statistique;8
02332;Fresnes-en-Tardenois;2019;N/A - secret statistique;19
02333;Fresnes-sous-Coucy;2019;N/A - secret statistique;10
02334;Fresnoy-le-Grand;2019;35;121
02335;Fressancourt;2019;N/A - secret statistique;N/A - secret statistique
02336;Frières-Faillouël;2019;N/A - secret statistique;22
02337;Froidestrées;2019;10;6
02338;Froidmont-Cohartille;2019;11;21
02339;Gandelu;2019;12;28
02340;Gauchy;2019;11;175
02341;Gercy;2019;15;14
02342;Gergny;2019;12;8
02343;Germaine;2019;0;8
02345;Gibercourt;2019;N/A - secret statistique;N/A - secret statistique
02346;Gizy;2019;15;58
02347;Gland;2019;16;23
02349;Goudelancourt-lès-Berrieux;2019;N/A - secret statistique;N/A - secret statistique
02350;Goudelancourt-lès-Pierrepont;2019;N/A - secret statistique;17
02351;Goussancourt;2019;N/A - secret statistique;N/A - secret statistique
02352;Gouy;2019;16;36
02353;Grandlup-et-Fay;2019;11;25
02354;Grandrieux;2019;6;N/A - secret statistique
02355;Gricourt;2019;10;33
02356;Grisolles;2019;6;10
02357;Gronard;2019;N/A - secret statistique;N/A - secret statistique
02358;Grougis;2019;23;14
02359;Grugies;2019;0;33
02360;Villeneuve-sur-Aisne;2019;50;186
02361;Guise;2019;81;315
02362;Guivry;2019;7;15
02363;Guny;2019;N/A - secret statistique;39
02364;Guyencourt;2019;N/A - secret statistique;11
02366;Hannapes;2019;14;13
02367;Happencourt;2019;N/A - secret statistique;16
02368;Haramont;2019;7;39
02369;Harcigny;2019;14;24
02370;Hargicourt;2019;11;22
02371;Harly;2019;8;46
02372;Hartennes-et-Taux;2019;8;22
02373;Hary;2019;12;18
02374;Lehaucourt;2019;N/A - secret statistique;33
02375;Hautevesnes;2019;N/A - secret statistique;6
02376;Hauteville;2019;6;7
02377;Haution;2019;19;10
02378;La Hérie;2019;10;10
02379;Le Hérie-la-Viéville;2019;19;16
02380;Hinacourt;2019;N/A - secret statistique;N/A - secret statistique
02381;Hirson;2019;109;350
02382;Holnon;2019;12;41
02383;Homblières;2019;28;47
02384;Houry;2019;N/A - secret statistique;N/A - secret statistique
02385;Housset;2019;6;17
02386;Iron;2019;13;16
02387;Itancourt;2019;18;48
02388;Iviers;2019;23;20
02389;Jaulgonne;2019;15;49
02390;Jeancourt;2019;N/A - secret statistique;16
02391;Jeantes;2019;19;14
02392;Joncourt;2019;8;16
02393;Jouaignes;2019;8;12
02395;Jumencourt;2019;N/A - secret statistique;7
02396;Jumigny;2019;N/A - secret statistique;8
02397;Jussy;2019;19;56
02398;Juvigny;2019;N/A - secret statistique;22
02399;Juvincourt-et-Damary;2019;16;42
02400;Laffaux;2019;N/A - secret statistique;10
02401;Laigny;2019;17;11
02402;Lanchy;2019;N/A - secret statistique;N/A - secret statistique
02403;Landifay-et-Bertaignemont;2019;7;29
02404;Landouzy-la-Cour;2019;11;16
02405;Landouzy-la-Ville;2019;35;30
02406;Landricourt;2019;N/A - secret statistique;11
02407;Laniscourt;2019;N/A - secret statistique;N/A - secret statistique
02408;Laon;2019;136;1264
02409;Lappion;2019;12;20
02410;Largny-sur-Automne;2019;N/A - secret statistique;10
02411;Latilly;2019;N/A - secret statistique;11
02412;Launoy;2019;6;N/A - secret statistique
02413;Laval-en-Laonnois;2019;N/A - secret statistique;9
02414;Lavaqueresse;2019;16;13
02415;Laversine;2019;0;7
02416;Lemé;2019;19;42
02417;Lempire;2019;N/A - secret statistique;8
02418;Lerzy;2019;21;9
02419;Leschelle;2019;36;22
02420;Lesdins;2019;9;38
02421;Lesges;2019;0;11
02422;Lesquielles-Saint-Germain;2019;19;36
02423;Leuilly-sous-Coucy;2019;11;34
02424;Leury;2019;N/A - secret statistique;9
02425;Leuze;2019;15;7
02426;Levergies;2019;8;22
02427;Lhuys;2019;N/A - secret statistique;8
02428;Licy-Clignon;2019;N/A - secret statistique;N/A - secret statistique
02429;Lierval;2019;N/A - secret statistique;9
02430;Liesse-Notre-Dame;2019;10;83
02431;Liez;2019;N/A - secret statistique;22
02432;Limé;2019;6;15
02433;Lislet;2019;7;17
02435;Logny-lès-Aubenton;2019;14;6
02438;Longpont;2019;N/A - secret statistique;22
02439;Les Septvallons;2019;12;53
02440;Lor;2019;11;12
02441;Louâtre;2019;N/A - secret statistique;15
02442;Loupeigne;2019;N/A - secret statistique;N/A - secret statistique
02443;Lucy-le-Bocage;2019;11;12
02444;Lugny;2019;6;18
02445;Luzoir;2019;28;21
02446;Ly-Fontaine;2019;0;N/A - secret statistique
02447;Maast-et-Violaine;2019;0;15
02448;Mâchecourt;2019;6;14
02449;Macogny;2019;N/A - secret statistique;N/A - secret statistique
02450;Macquigny;2019;16;22
02451;Magny-la-Fosse;2019;N/A - secret statistique;6
02452;Maissemy;2019;12;12
02453;Maizy;2019;6;34
02454;La Malmaison;2019;12;28
02455;Malzy;2019;17;11
02456;Manicamp;2019;16;25
02457;Marchais;2019;N/A - secret statistique;29
02458;Dhuys et Morin-en-Brie;2019;40;48
02459;Marcy;2019;10;12
02460;Marcy-sous-Marle;2019;7;31
02461;Marest-Dampcourt;2019;13;12
02462;Mareuil-en-Dôle;2019;N/A - secret statistique;11
02463;Marfontaine;2019;0;N/A - secret statistique
02464;Margival;2019;N/A - secret statistique;17
02465;Marigny-en-Orxois;2019;7;15
02466;Marizy-Sainte-Geneviève;2019;N/A - secret statistique;11
02467;Marizy-Saint-Mard;2019;N/A - secret statistique;N/A - secret statistique
02468;Marle;2019;39;206
02469;Marly-Gomont;2019;40;37
02470;Martigny;2019;34;25
02471;Martigny-Courpierre;2019;N/A - secret statistique;8
02472;Mauregny-en-Haye;2019;7;20
02473;Mayot;2019;N/A - secret statistique;6
02474;Mennessis;2019;N/A - secret statistique;13
02476;Mennevret;2019;10;39
02477;Mercin-et-Vaux;2019;12;61
02478;Merlieux-et-Fouquerolles;2019;N/A - secret statistique;13
02480;Mesbrecourt-Richecourt;2019;9;30
02481;Mesnil-Saint-Laurent;2019;10;17
02482;Meurival;2019;0;N/A - secret statistique
02483;Mézières-sur-Oise;2019;9;29
02484;Mézy-Moulins;2019;7;28
02485;Missy-aux-Bois;2019;N/A - secret statistique;6
02486;Missy-lès-Pierrepont;2019;N/A - secret statistique;N/A - secret statistique
02487;Missy-sur-Aisne;2019;N/A - secret statistique;29
02488;Molain;2019;9;N/A - secret statistique
02489;Molinchart;2019;N/A - secret statistique;9
02490;Monampteuil;2019;N/A - secret statistique;8
02491;Monceau-le-Neuf-et-Faucouzy;2019;14;35
02492;Monceau-lès-Leups;2019;8;37
02493;Monceau-le-Waast;2019;10;26
02494;Monceau-sur-Oise;2019;11;7
02495;Mondrepuis;2019;41;47
02496;Monnes;2019;0;N/A - secret statistique
02497;Mons-en-Laonnois;2019;9;61
02498;Montaigu;2019;13;41
02499;Montbavin;2019;N/A - secret statistique;N/A - secret statistique
02500;Montbrehain;2019;18;31
02501;Montchâlons;2019;N/A - secret statistique;N/A - secret statistique
02502;Montcornet;2019;38;121
02503;Mont-d'Origny;2019;12;77
02504;Montescourt-Lizerolles;2019;N/A - secret statistique;52
02505;Montfaucon;2019;13;16
02506;Montgobert;2019;N/A - secret statistique;11
02507;Montgru-Saint-Hilaire;2019;N/A - secret statistique;N/A - secret statistique
02508;Monthenault;2019;N/A - secret statistique;12
02509;Monthiers;2019;0;N/A - secret statistique
02510;Monthurel;2019;N/A - secret statistique;8
02511;Montigny-en-Arrouaise;2019;8;11
02512;Montigny-l'Allier;2019;6;12
02513;Montigny-le-Franc;2019;6;20
02514;Montigny-Lengrain;2019;N/A - secret statistique;66
02515;Montigny-lès-Condé;2019;6;N/A - secret statistique
02516;Montigny-sous-Marle;2019;N/A - secret statistique;11
02517;Montigny-sur-Crécy;2019;10;39
02518;Montlevon;2019;24;20
02519;Montloué;2019;9;15
02520;Mont-Notre-Dame;2019;N/A - secret statistique;41
02521;Montreuil-aux-Lions;2019;10;36
02522;Mont-Saint-Jean;2019;N/A - secret statistique;N/A - secret statistique
02523;Mont-Saint-Martin;2019;0;6
02524;Mont-Saint-Père;2019;15;38
02525;Morcourt;2019;8;23
02526;Morgny-en-Thiérache;2019;16;7
02527;Morsain;2019;13;48
02528;Mortefontaine;2019;8;17
02529;Mortiers;2019;6;21
02530;Moulins;2019;N/A - secret statistique;N/A - secret statistique
02531;Moussy-Verneuil;2019;N/A - secret statistique;8
02532;Moÿ-de-l'Aisne;2019;17;57
02533;Muret-et-Crouttes;2019;N/A - secret statistique;10
02534;Muscourt;2019;N/A - secret statistique;9
02535;Nampcelles-la-Cour;2019;12;7
02536;Nampteuil-sous-Muret;2019;6;8
02537;Nanteuil-la-Fosse;2019;6;10
02538;Nanteuil-Notre-Dame;2019;N/A - secret statistique;6
02539;Nauroy;2019;8;32
02540;Nesles-la-Montagne;2019;18;45
02541;Neufchâtel-sur-Aisne;2019;7;28
02542;Neuflieux;2019;0;N/A - secret statistique
02543;Neuilly-Saint-Front;2019;25;162
02544;Neuve-Maison;2019;24;23
02545;La Neuville-Bosmont;2019;7;9
02546;La Neuville-en-Beine;2019;8;7
02547;La Neuville-Housset;2019;N/A - secret statistique;6
02548;La Neuville-lès-Dorengt;2019;24;26
02549;Neuville-Saint-Amand;2019;8;26
02550;Neuville-sur-Ailette;2019;N/A - secret statistique;10
02551;Neuville-sur-Margival;2019;N/A - secret statistique;N/A - secret statistique
02552;Neuvillette;2019;N/A - secret statistique;15
02553;Nizy-le-Comte;2019;15;19
02554;Nogentel;2019;18;70
02555;Nogent-l'Artaud;2019;28;79
02556;Noircourt;2019;N/A - secret statistique;N/A - secret statistique
02557;Noroy-sur-Ourcq;2019;N/A - secret statistique;9
02558;Le Nouvion-en-Thiérache;2019;159;250
02559;Nouvion-et-Catillon;2019;12;29
02560;Nouvion-le-Comte;2019;11;27
02561;Nouvion-le-Vineux;2019;N/A - secret statistique;7
02562;Nouvron-Vingré;2019;9;13
02563;Noyales;2019;N/A - secret statistique;9
02564;Noyant-et-Aconin;2019;N/A - secret statistique;25
02565;Œuilly;2019;N/A - secret statistique;20
02566;Ognes;2019;11;50
02567;Ohis;2019;6;9
02568;Oigny-en-Valois;2019;N/A - secret statistique;8
02569;Oisy;2019;19;25
02570;Ollezy;2019;N/A - secret statistique;8
02571;Omissy;2019;N/A - secret statistique;30
02572;Orainville;2019;10;22
02573;Orgeval;2019;N/A - secret statistique;8
02574;Origny-en-Thiérache;2019;63;67
02575;Origny-Sainte-Benoite;2019;27;146
02576;Osly-Courtil;2019;N/A - secret statistique;18
02577;Ostel;2019;0;7
02578;Oulches-la-Vallée-Foulon;2019;N/A - secret statistique;6
02579;Oulchy-la-Ville;2019;6;12
02580;Oulchy-le-Château;2019;8;74
02581;Paars;2019;N/A - secret statistique;16
02582;Paissy;2019;N/A - secret statistique;8
02583;Pancy-Courtecon;2019;N/A - secret statistique;N/A - secret statistique
02584;Papleux;2019;7;N/A - secret statistique
02585;Parcy-et-Tigny;2019;N/A - secret statistique;13
02586;Parfondeval;2019;24;12
02587;Parfondru;2019;6;26
02588;Pargnan;2019;N/A - secret statistique;7
02589;Pargny-Filain;2019;7;10
02590;Pargny-la-Dhuys;2019;6;9
02591;Pargny-les-Bois;2019;N/A - secret statistique;13
02592;Parpeville;2019;16;17
02593;Pasly;2019;10;74
02594;Passy-en-Valois;2019;N/A - secret statistique;8
02595;Passy-sur-Marne;2019;17;9
02596;Pavant;2019;N/A - secret statistique;29
02598;Pernant;2019;N/A - secret statistique;39
02599;Pierremande;2019;N/A - secret statistique;12
02600;Pierrepont;2019;16;39
02601;Pignicourt;2019;N/A - secret statistique;6
02602;Pinon;2019;6;124
02604;Pithon;2019;N/A - secret statistique;N/A - secret statistique
02605;Pleine-Selve;2019;9;16
02606;Le Plessier-Huleu;2019;N/A - secret statistique;N/A - secret statistique
02607;Ploisy;2019;0;N/A - secret statistique
02608;Plomion;2019;42;47
02609;Ployart-et-Vaurseine;2019;;
02610;Pommiers;2019;N/A - secret statistique;44
02612;Pont-Arcy;2019;N/A - secret statistique;6
02613;Pontavert;2019;6;44
02614;Pontru;2019;N/A - secret statistique;25
02615;Pontruet;2019;7;10
02616;Pont-Saint-Mard;2019;N/A - secret statistique;20
02617;Pouilly-sur-Serre;2019;9;59
02618;Prémont;2019;27;30
02619;Prémontré;2019;N/A - secret statistique;21
02620;Presles-et-Boves;2019;N/A - secret statistique;21
02621;Presles-et-Thierny;2019;11;22
02622;Priez;2019;0;N/A - secret statistique
02623;Prisces;2019;N/A - secret statistique;11
02624;Proisy;2019;7;17
02625;Proix;2019;N/A - secret statistique;N/A - secret statistique
02626;Prouvais;2019;6;21
02627;Proviseux-et-Plesnoy;2019;N/A - secret statistique;8
02628;Puiseux-en-Retz;2019;N/A - secret statistique;11
02629;Puisieux-et-Clanlieu;2019;16;26
02631;Quierzy;2019;8;24
02632;Quincy-Basse;2019;N/A - secret statistique;6
02633;Quincy-sous-le-Mont;2019;0;N/A - secret statistique
02634;Raillimont;2019;N/A - secret statistique;8
02635;Ramicourt;2019;N/A - secret statistique;7
02636;Regny;2019;15;18
02637;Remaucourt;2019;6;13
02638;Remies;2019;11;16
02639;Remigny;2019;17;13
02640;Renansart;2019;6;16
02641;Renneval;2019;12;N/A - secret statistique
02642;Résigny;2019;18;13
02643;Ressons-le-Long;2019;6;70
02644;Retheuil;2019;N/A - secret statistique;21
02645;Reuilly-Sauvigny;2019;9;14
02647;Ribeauville;2019;11;N/A - secret statistique
02648;Ribemont;2019;46;147
02649;Rocourt-Saint-Martin;2019;6;11
02650;Rocquigny;2019;35;13
02651;Rogécourt;2019;N/A - secret statistique;N/A - secret statistique
02652;Rogny;2019;6;9
02653;Romeny-sur-Marne;2019;23;24
02654;Romery;2019;N/A - secret statistique;10
02655;Ronchères;2019;8;15
02656;Roucy;2019;N/A - secret statistique;18
02657;Rougeries;2019;N/A - secret statistique;20
02658;Roupy;2019;N/A - secret statistique;21
02659;Rouvroy;2019;15;18
02660;Rouvroy-sur-Serre;2019;9;6
02661;Royaucourt-et-Chailvet;2019;N/A - secret statistique;8
02662;Rozet-Saint-Albin;2019;N/A - secret statistique;19
02663;Rozières-sur-Crise;2019;N/A - secret statistique;20
02664;Rozoy-Bellevalle;2019;N/A - secret statistique;N/A - secret statistique
02665;Grand-Rozoy;2019;8;17
02666;Rozoy-sur-Serre;2019;39;92
02667;Saconin-et-Breuil;2019;N/A - secret statistique;13
02668;Sains-Richaumont;2019;36;96
02670;Saint-Algis;2019;20;14
02671;Saint-Aubin;2019;N/A - secret statistique;23
02672;Saint-Bandry;2019;6;14
02673;Saint-Christophe-à-Berry;2019;11;34
02674;Saint-Clément;2019;N/A - secret statistique;N/A - secret statistique
02675;Sainte-Croix;2019;N/A - secret statistique;6
02676;Saint-Erme-Outre-et-Ramecourt;2019;38;84
02677;Saint-Eugène;2019;8;16
02678;Sainte-Geneviève;2019;N/A - secret statistique;7
02679;Saint-Gengoulph;2019;N/A - secret statistique;6
02680;Saint-Gobain;2019;19;133
02681;Saint-Gobert;2019;16;24
02682;Saint-Mard;2019;N/A - secret statistique;7
02683;Saint-Martin-Rivière;2019;9;6
02684;Saint-Michel;2019;56;112
02685;Saint-Nicolas-aux-Bois;2019;N/A - secret statistique;N/A - secret statistique
02686;Saint-Paul-aux-Bois;2019;19;38
02687;Saint-Pierre-Aigle;2019;N/A - secret statistique;13
02688;Saint-Pierre-lès-Franqueville;2019;N/A - secret statistique;N/A - secret statistique
02689;Saint-Pierremont;2019;N/A - secret statistique;N/A - secret statistique
02690;Sainte-Preuve;2019;7;8
02691;Saint-Quentin;2019;237;1583
02693;Saint-Rémy-Blanzy;2019;6;12
02694;Saint-Simon;2019;6;28
02695;Saint-Thibaut;2019;N/A - secret statistique;7
02696;Saint-Thomas;2019;N/A - secret statistique;6
02697;Samoussy;2019;N/A - secret statistique;28
02698;Sancy-les-Cheminots;2019;0;N/A - secret statistique
02699;Saponay;2019;N/A - secret statistique;21
02701;Saulchery;2019;29;26
02702;Savy;2019;17;29
02703;Seboncourt;2019;9;50
02704;Selens;2019;N/A - secret statistique;19
02705;La Selve;2019;12;11
02706;Septmonts;2019;N/A - secret statistique;43
02707;Septvaux;2019;N/A - secret statistique;19
02708;Sequehart;2019;6;N/A - secret statistique
02709;Serain;2019;8;17
02710;Seraucourt-le-Grand;2019;N/A - secret statistique;42
02711;Serches;2019;7;19
02712;Sergy;2019;9;8
02713;Seringes-et-Nesles;2019;0;20
02714;Sermoise;2019;N/A - secret statistique;24
02715;Serval;2019;N/A - secret statistique;N/A - secret statistique
02716;Servais;2019;10;12
02717;Séry-lès-Mézières;2019;19;33
02718;Silly-la-Poterie;2019;N/A - secret statistique;16
02719;Sinceny;2019;17;94
02720;Sissonne;2019;24;100
02721;Sissy;2019;11;20
02722;Soissons;2019;230;1538
02723;Soize;2019;7;9
02724;Sommelans;2019;N/A - secret statistique;N/A - secret statistique
02725;Sommeron;2019;12;8
02726;Sommette-Eaucourt;2019;6;6
02727;Sons-et-Ronchères;2019;8;26
02728;Sorbais;2019;25;21
02729;Soucy;2019;N/A - secret statistique;N/A - secret statistique
02730;Soupir;2019;10;25
02731;Le Sourd;2019;13;13
02732;Surfontaine;2019;7;8
02734;Taillefontaine;2019;11;32
02735;Tannières;2019;N/A - secret statistique;N/A - secret statistique
02736;Tartiers;2019;7;7
02737;Tavaux-et-Pontséricourt;2019;15;69
02738;Tergnier;2019;37;432
02739;Terny-Sorny;2019;7;25
02740;Thenailles;2019;23;22
02741;Thenelles;2019;7;51
02742;Thiernu;2019;N/A - secret statistique;14
02743;Le Thuel;2019;10;16
02744;Torcy-en-Valois;2019;N/A - secret statistique;N/A - secret statistique
02745;Toulis-et-Attencourt;2019;N/A - secret statistique;14
02746;Travecy;2019;12;27
02747;Trefcon;2019;6;N/A - secret statistique
02748;Trélou-sur-Marne;2019;86;85
02749;Troësnes;2019;N/A - secret statistique;14
02750;Trosly-Loire;2019;13;47
02751;Trucy;2019;N/A - secret statistique;7
02752;Tugny-et-Pont;2019;N/A - secret statistique;13
02753;Tupigny;2019;10;26
02754;Ugny-le-Gay;2019;16;11
02755;Urcel;2019;N/A - secret statistique;36
02756;Urvillers;2019;23;29
02757;Vadencourt;2019;15;35
02758;Vailly-sur-Aisne;2019;27;193
02759;La Vallée-au-Blé;2019;13;27
02760;La Vallée-Mulâtre;2019;17;10
02761;Variscourt;2019;N/A - secret statistique;N/A - secret statistique
02762;Vassens;2019;6;8
02763;Vasseny;2019;N/A - secret statistique;16
02764;Vassogne;2019;N/A - secret statistique;N/A - secret statistique
02765;Vaucelles-et-Beffecourt;2019;N/A - secret statistique;17
02766;Vaudesson;2019;N/A - secret statistique;7
02767;Vauxrezis;2019;N/A - secret statistique;19
02768;Vauxaillon;2019;8;16
02769;Vaux-Andigny;2019;21;34
02770;Vauxbuin;2019;10;57
02772;Vaux-en-Vermandois;2019;6;9
02773;Vauxtin;2019;N/A - secret statistique;N/A - secret statistique
02774;Vendelles;2019;N/A - secret statistique;7
02775;Vendeuil;2019;26;59
02776;Vendhuile;2019;10;31
02777;Vendières;2019;15;11
02778;Vendresse-Beaulne;2019;N/A - secret statistique;10
02779;Vénérolles;2019;13;13
02780;Venizel;2019;N/A - secret statistique;88
02781;Verdilly;2019;10;18
02782;Le Verguier;2019;9;15
02783;Grand-Verly;2019;N/A - secret statistique;N/A - secret statistique
02784;Petit-Verly;2019;N/A - secret statistique;N/A - secret statistique
02785;Vermand;2019;19;63
02786;Verneuil-sous-Coucy;2019;N/A - secret statistique;11
02787;Verneuil-sur-Serre;2019;N/A - secret statistique;31
02788;Versigny;2019;8;33
02789;Vervins;2019;66;153
02790;Vesles-et-Caumont;2019;6;17
02791;Veslud;2019;6;17
02792;Veuilly-la-Poterie;2019;N/A - secret statistique;9
02793;Vézaponin;2019;N/A - secret statistique;7
02794;Vézilly;2019;6;12
02795;Vic-sur-Aisne;2019;12;230
02796;Vichel-Nanteuil;2019;N/A - secret statistique;N/A - secret statistique
02797;Viel-Arcy;2019;N/A - secret statistique;10
02798;Viels-Maisons;2019;23;40
02799;Vierzy;2019;N/A - secret statistique;27
02800;Viffort;2019;19;25
02801;Vigneux-Hocquet;2019;19;26
02802;La Ville-aux-Bois-lès-Dizy;2019;N/A - secret statistique;15
02803;La Ville-aux-Bois-lès-Pontavert;2019;N/A - secret statistique;8
02804;Villemontoire;2019;N/A - secret statistique;16
