Commune 2020;Libellé;Annee;Nb. chefs d'exploit. ou d'entr. Agricole
39149;Chissey-sur-Loue;2019;N/A - secret statistique
39150;Choisey;2019;6
39151;Choux;2019;N/A - secret statistique
39153;Cize;2019;
39154;Clairvaux-les-Lacs;2019;
39155;Clucy;2019;10
39156;Cogna;2019;6
39157;Coiserette;2019;
39159;Colonne;2019;12
39160;Commenailles;2019;9
39162;Condamine;2019;N/A - secret statistique
39163;Condes;2019;N/A - secret statistique
39164;Conliège;2019;N/A - secret statistique
39165;Conte;2019;N/A - secret statistique
39166;Cornod;2019;11
39167;Cosges;2019;12
39168;Courbette;2019;N/A - secret statistique
39169;Courbouzon;2019;
39170;Courlans;2019;7
39171;Courlaoux;2019;N/A - secret statistique
39172;Courtefontaine;2019;N/A - secret statistique
39173;Cousance;2019;N/A - secret statistique
39174;Coyrière;2019;
39175;Coyron;2019;N/A - secret statistique
39176;Cramans;2019;11
39177;Hauteroche;2019;24
39178;Crans;2019;N/A - secret statistique
39179;Crenans;2019;N/A - secret statistique
39180;Cressia;2019;7
39182;Crissey;2019;N/A - secret statistique
39183;Crotenay;2019;9
39184;Les Crozets;2019;
39185;Cuisia;2019;9
39187;Cuvier;2019;9
39188;Dammartin-Marpain;2019;13
39189;Damparis;2019;N/A - secret statistique
39190;Dampierre;2019;7
39191;Darbonnay;2019;N/A - secret statistique
39192;Denezières;2019;8
39193;Le Deschaux;2019;N/A - secret statistique
39194;Desnes;2019;10
39196;Les Deux-Fays;2019;8
39197;Digna;2019;N/A - secret statistique
39198;Dole;2019;15
39199;Domblans;2019;9
39200;Dompierre-sur-Mont;2019;7
39201;Doucier;2019;7
39202;Dournon;2019;10
39203;Doye;2019;6
39204;Dramelay;2019;N/A - secret statistique
39205;Éclans-Nenon;2019;N/A - secret statistique
39206;Écleux;2019;6
39207;Écrille;2019;N/A - secret statistique
39208;Entre-deux-Monts;2019;9
39209;Val-d'Épy;2019;22
39210;Équevillon;2019;N/A - secret statistique
39211;Les Essards-Taignevaux;2019;8
39214;Esserval-Tartre;2019;6
39216;Étival;2019;N/A - secret statistique
39217;L'Étoile;2019;6
39218;Étrepigney;2019;N/A - secret statistique
39219;Évans;2019;13
39220;Falletans;2019;N/A - secret statistique
39221;La Favière;2019;7
39222;Fay-en-Montagne;2019;9
39223;La Ferté;2019;13
39225;Le Fied;2019;14
39227;Foncine-le-Bas;2019;N/A - secret statistique
39228;Foncine-le-Haut;2019;25
39229;Fontainebrux;2019;N/A - secret statistique
39230;Fontenu;2019;N/A - secret statistique
39232;Fort-du-Plasne;2019;7
39233;Foucherans;2019;N/A - secret statistique
39234;Foulenay;2019;N/A - secret statistique
39235;Fraisans;2019;
39236;Francheville;2019;N/A - secret statistique
39237;Fraroz;2019;7
39238;Frasne-les-Meulières;2019;N/A - secret statistique
39239;La Frasnée;2019;
39240;Le Frasnois;2019;6
39241;Frébuans;2019;N/A - secret statistique
39244;Frontenay;2019;6
39245;Gatey;2019;N/A - secret statistique
39246;Gendrey;2019;6
39247;Genod;2019;N/A - secret statistique
39248;Geraise;2019;N/A - secret statistique
39249;Germigney;2019;N/A - secret statistique
39250;Geruge;2019;N/A - secret statistique
39251;Gevingey;2019;6
39252;Gevry;2019;6
39253;Gigny;2019;11
39254;Gillois;2019;9
39255;Gizia;2019;N/A - secret statistique
39258;Grande-Rivière Château;2019;26
39259;Grange-de-Vaivre;2019;N/A - secret statistique
39261;Graye-et-Charnay;2019;N/A - secret statistique
39262;Gredisans;2019;N/A - secret statistique
39263;Grozon;2019;16
39265;Hautecour;2019;N/A - secret statistique
39266;Les Hays;2019;N/A - secret statistique
39267;Ivory;2019;11
39268;Ivrey;2019;N/A - secret statistique
39269;Jeurre;2019;
39270;Jouhe;2019;N/A - secret statistique
39271;Lac-des-Rouges-Truites;2019;12
39272;Ladoye-sur-Seille;2019;6
39273;Montlainsia;2019;18
39274;Lajoux;2019;8
39275;Lamoura;2019;N/A - secret statistique
39277;Le Larderet;2019;7
39278;Largillay-Marsonnay;2019;N/A - secret statistique
39279;Larnaud;2019;N/A - secret statistique
39280;Larrivoire;2019;N/A - secret statistique
39281;Le Latet;2019;7
39282;La Latette;2019;10
39283;Lavancia-Epercy;2019;N/A - secret statistique
39284;Lavangeot;2019;N/A - secret statistique
39285;Lavans-lès-Dole;2019;N/A - secret statistique
39286;Lavans-lès-Saint-Claude;2019;7
39288;Lavigny;2019;10
39289;Lect;2019;N/A - secret statistique
39290;Valzin en Petite Montagne;2019;10
39291;Lemuy;2019;15
39292;Lent;2019;N/A - secret statistique
39293;Leschères;2019;N/A - secret statistique
39295;Loisia;2019;N/A - secret statistique
39296;Lombard;2019;N/A - secret statistique
39297;Longchaumois;2019;21
39298;Longcochon;2019;7
39299;Longwy-sur-le-Doubs;2019;18
39300;Lons-le-Saunier;2019;N/A - secret statistique
39301;Loulle;2019;12
39302;Louvatange;2019;N/A - secret statistique
39304;Le Louverot;2019;
39305;La Loye;2019;22
39306;Macornay;2019;N/A - secret statistique
39307;Maisod;2019;N/A - secret statistique
39308;Malange;2019;9
39310;Mantry;2019;7
39312;Marigna-sur-Valouse;2019;N/A - secret statistique
39313;Marigny;2019;8
39314;Marnézia;2019;
39315;Marnoz;2019;7
39317;La Marre;2019;13
39318;Martigna;2019;N/A - secret statistique
39319;Mathenay;2019;N/A - secret statistique
39320;Maynal;2019;8
39321;Menétru-le-Vignoble;2019;13
39322;Menétrux-en-Joux;2019;N/A - secret statistique
39323;Menotey;2019;N/A - secret statistique
39324;Mérona;2019;N/A - secret statistique
39325;Mesnay;2019;10
39326;Mesnois;2019;N/A - secret statistique
39327;Messia-sur-Sorne;2019;
39328;Meussia;2019;N/A - secret statistique
39329;Mièges;2019;12
39330;Miéry;2019;7
39331;Mignovillard;2019;44
39333;Moirans-en-Montagne;2019;7
39334;Moiron;2019;N/A - secret statistique
39335;Moissey;2019;N/A - secret statistique
39336;Molain;2019;N/A - secret statistique
39337;Molamboz;2019;N/A - secret statistique
39338;Molay;2019;N/A - secret statistique
39339;Chassal-Molinges;2019;
39342;Monay;2019;N/A - secret statistique
39343;Monnetay;2019;N/A - secret statistique
39344;Monnet-la-Ville;2019;11
39345;Monnières;2019;
39346;Montagna-le-Reconduit;2019;N/A - secret statistique
39348;Montaigu;2019;N/A - secret statistique
39349;Montain;2019;N/A - secret statistique
39350;Montbarrey;2019;N/A - secret statistique
39351;Montcusel;2019;N/A - secret statistique
39352;Monteplain;2019;N/A - secret statistique
39353;Montfleur;2019;8
39354;Montholier;2019;N/A - secret statistique
39355;Montigny-lès-Arsures;2019;23
39356;Montigny-sur-l'Ain;2019;8
39359;Montmarlon;2019;N/A - secret statistique
39360;Montmirey-la-Ville;2019;N/A - secret statistique
39361;Montmirey-le-Château;2019;N/A - secret statistique
39362;Montmorot;2019;6
39363;Montrevel;2019;N/A - secret statistique
39364;Montrond;2019;10
39365;Mont-sous-Vaudrey;2019;7
39366;Mont-sur-Monnet;2019;8
39367;Morbier;2019;8
39368;Hauts de Bienne;2019;N/A - secret statistique
39370;Mouchard;2019;N/A - secret statistique
39372;Mournans-Charbonny;2019;7
39373;Les Moussières;2019;6
39375;Moutonne;2019;N/A - secret statistique
39376;Moutoux;2019;N/A - secret statistique
39377;Mutigney;2019;11
39378;Les Trois-Châteaux;2019;12
39379;Nance;2019;7
39380;Nancuise;2019;N/A - secret statistique
39381;Les Nans;2019;N/A - secret statistique
39385;Neublans-Abergement;2019;6
39386;Neuvilley;2019;N/A - secret statistique
39387;Nevy-lès-Dole;2019;N/A - secret statistique
39388;Nevy-sur-Seille;2019;10
39389;Ney;2019;N/A - secret statistique
39390;Nogna;2019;11
39391;Nozeroy;2019;N/A - secret statistique
39392;Offlanges;2019;N/A - secret statistique
39393;Onglières;2019;N/A - secret statistique
39394;Onoz;2019;N/A - secret statistique
39396;Orchamps;2019;N/A - secret statistique
39397;Orgelet;2019;12
39398;Ougney;2019;N/A - secret statistique
39399;Ounans;2019;14
39400;Our;2019;N/A - secret statistique
39401;Oussières;2019;6
39402;Pagney;2019;
39403;Pagnoz;2019;N/A - secret statistique
39404;Pannessières;2019;10
39405;Parcey;2019;14
39406;Le Pasquier;2019;N/A - secret statistique
39407;Passenans;2019;N/A - secret statistique
39408;Patornay;2019;N/A - secret statistique
39409;Peintre;2019;N/A - secret statistique
39411;Perrigny;2019;N/A - secret statistique
39412;Peseux;2019;N/A - secret statistique
39413;La Pesse;2019;10
39415;Petit-Noir;2019;15
39418;Picarreau;2019;N/A - secret statistique
39419;Pillemoine;2019;N/A - secret statistique
39420;Pimorin;2019;8
39421;Le Pin;2019;N/A - secret statistique
39422;Plainoiseau;2019;N/A - secret statistique
39423;Plaisia;2019;N/A - secret statistique
39424;Les Planches-en-Montagne;2019;7
39425;Les Planches-près-Arbois;2019;N/A - secret statistique
39426;Plasne;2019;18
39427;Plénise;2019;7
39428;Plénisette;2019;N/A - secret statistique
39429;Pleure;2019;8
39430;Plumont;2019;
39431;Poids-de-Fiole;2019;N/A - secret statistique
39432;Pointre;2019;N/A - secret statistique
39434;Poligny;2019;16
39435;Pont-de-Poitte;2019;7
39436;Pont-d'Héry;2019;7
39437;Pont-du-Navoy;2019;6
39439;Port-Lesney;2019;N/A - secret statistique
39441;Prémanon;2019;N/A - secret statistique
39443;Présilly;2019;7
39444;Pretin;2019;N/A - secret statistique
39445;Publy;2019;11
39446;Pupillin;2019;18
39447;Quintigny;2019;N/A - secret statistique
39448;Rahon;2019;15
39449;Rainans;2019;N/A - secret statistique
39451;Ranchot;2019;N/A - secret statistique
39452;Rans;2019;N/A - secret statistique
39453;Ravilloles;2019;N/A - secret statistique
39454;Recanoz;2019;
39455;Reithouse;2019;
39456;Relans;2019;N/A - secret statistique
39457;Les Repôts;2019;N/A - secret statistique
39458;Revigny;2019;N/A - secret statistique
39460;La Rixouse;2019;N/A - secret statistique
39461;Rix;2019;11
39462;Rochefort-sur-Nenon;2019;N/A - secret statistique
39463;Rogna;2019;N/A - secret statistique
39464;Romain;2019;8
39465;Romange;2019;N/A - secret statistique
39466;Rosay;2019;11
39467;Rotalier;2019;7
39468;Rothonay;2019;6
39469;Rouffange;2019;N/A - secret statistique
39470;Les Rousses;2019;17
39471;Ruffey-sur-Seille;2019;12
39472;Rye;2019;N/A - secret statistique
39473;Saffloz;2019;13
39474;Sainte-Agnès;2019;13
39475;Saint-Amour;2019;11
39476;Saint-Aubin;2019;29
39477;Saint-Baraing;2019;9
39478;Saint-Claude;2019;8
39479;Saint-Cyr-Montmalin;2019;8
39480;Saint-Didier;2019;N/A - secret statistique
39481;Saint-Germain-en-Montagne;2019;N/A - secret statistique
39485;Val Suran;2019;13
39486;Saint-Lamain;2019;6
39487;Saint-Laurent-en-Grandvaux;2019;8
39489;Saint-Lothain;2019;11
39490;Saint-Loup;2019;14
39491;Coteaux du Lizon;2019;N/A - secret statistique
39492;Saint-Maur;2019;N/A - secret statistique
39493;Saint-Maurice-Crillat;2019;15
39494;Saint-Pierre;2019;10
39495;Saint-Thiébaud;2019;N/A - secret statistique
39497;Saizenay;2019;N/A - secret statistique
39498;Salans;2019;N/A - secret statistique
39499;Saligney;2019;
39500;Salins-les-Bains;2019;6
39501;Sampans;2019;N/A - secret statistique
39502;Santans;2019;9
39503;Sapois;2019;N/A - secret statistique
39504;Sarrogna;2019;N/A - secret statistique
39505;Saugeot;2019;N/A - secret statistique
39507;Séligney;2019;
39508;Sellières;2019;9
39510;Septmoncel les Molunes;2019;20
39511;Sergenaux;2019;
39512;Sergenon;2019;N/A - secret statistique
39513;Sermange;2019;N/A - secret statistique
39514;Serre-les-Moulières;2019;N/A - secret statistique
39517;Sirod;2019;10
39518;Songeson;2019;N/A - secret statistique
39519;Soucia;2019;6
39520;Souvans;2019;6
39522;Supt;2019;N/A - secret statistique
39523;Syam;2019;N/A - secret statistique
39525;Tassenières;2019;N/A - secret statistique
39526;Tavaux;2019;8
39527;Taxenne;2019;N/A - secret statistique
39528;Thervay;2019;9
39529;Thésy;2019;11
39530;Thoirette-Coisia;2019;N/A - secret statistique
39531;Thoiria;2019;N/A - secret statistique
39532;Thoissia;2019;N/A - secret statistique
39533;Toulouse-le-Château;2019;N/A - secret statistique
39534;La Tour-du-Meix;2019;N/A - secret statistique
39535;Tourmont;2019;13
39537;Trenal;2019;N/A - secret statistique
39538;Uxelles;2019;6
39539;Vadans;2019;N/A - secret statistique
39540;Valempoulières;2019;13
39543;Vannoz;2019;7
39545;Le Vaudioux;2019;6
39546;Vaudrey;2019;9
39547;Vaux-lès-Saint-Claude;2019;N/A - secret statistique
39548;Vaux-sur-Poligny;2019;N/A - secret statistique
39550;Verges;2019;N/A - secret statistique
39551;Véria;2019;N/A - secret statistique
39552;Vernantois;2019;N/A - secret statistique
39553;Le Vernois;2019;12
39554;Vers-en-Montagne;2019;10
39555;Vers-sous-Sellières;2019;N/A - secret statistique
39556;Vertamboz;2019;
39557;Vescles;2019;N/A - secret statistique
39558;Vevy;2019;7
39559;La Vieille-Loye;2019;N/A - secret statistique
39560;Villard-Saint-Sauveur;2019;
39561;Villards-d'Héria;2019;N/A - secret statistique
39565;Villeneuve-d'Aval;2019;N/A - secret statistique
39567;Villeneuve-sous-Pymont;2019;N/A - secret statistique
39568;Villerserine;2019;N/A - secret statistique
39569;Villers-Farlay;2019;N/A - secret statistique
39570;Villers-les-Bois;2019;N/A - secret statistique
39571;Villers-Robert;2019;N/A - secret statistique
39572;Villette-lès-Arbois;2019;N/A - secret statistique
39573;Villette-lès-Dole;2019;N/A - secret statistique
39574;Villevieux;2019;12
39575;Le Villey;2019;N/A - secret statistique
39576;Val-Sonnette;2019;11
39577;Vincent-Froideville;2019;N/A - secret statistique
39579;Viry;2019;N/A - secret statistique
39581;Vitreux;2019;N/A - secret statistique
39582;Voiteur;2019;11
39583;Vosbles-Valfin;2019;9
39584;Vriange;2019;N/A - secret statistique
39585;Vulvoz;2019;
39586;Aresches;2019;N/A - secret statistique
40001;Aire-sur-l'Adour;2019;80
40002;Amou;2019;31
40003;Angoumé;2019;9
40004;Angresse;2019;9
40005;Arboucave;2019;17
40006;Arengosse;2019;8
40007;Argelos;2019;7
40008;Argelouse;2019;N/A - secret statistique
40011;Arsague;2019;9
40012;Artassenx;2019;N/A - secret statistique
40013;Arthez-d'Armagnac;2019;N/A - secret statistique
40014;Arue;2019;N/A - secret statistique
40015;Arx;2019;N/A - secret statistique
40016;Aubagnan;2019;9
40017;Audignon;2019;6
40018;Audon;2019;7
40019;Aureilhan;2019;N/A - secret statistique
40020;Aurice;2019;10
40021;Azur;2019;10
40022;Bahus-Soubiran;2019;26
40023;Baigts;2019;14
40024;Banos;2019;12
40025;Bascons;2019;6
40026;Bas-Mauco;2019;8
40027;Bassercles;2019;9
40028;Bastennes;2019;12
40029;Bats;2019;9
40030;Baudignan;2019;N/A - secret statistique
40031;Bégaar;2019;12
40032;Belhade;2019;N/A - secret statistique
40033;Bélis;2019;6
40034;Bélus;2019;16
40035;Bénesse-lès-Dax;2019;10
40036;Bénesse-Maremne;2019;30
40037;Benquet;2019;22
40038;Bergouey;2019;7
40039;Betbezer-d'Armagnac;2019;N/A - secret statistique
40040;Beylongue;2019;8
40041;Beyries;2019;N/A - secret statistique
40042;Biarrotte;2019;N/A - secret statistique
40043;Bias;2019;N/A - secret statistique
40044;Biaudos;2019;17
40046;Biscarrosse;2019;30
40047;Bonnegarde;2019;20
40049;Bordères-et-Lamensans;2019;12
40050;Bostens;2019;N/A - secret statistique
40051;Bougue;2019;N/A - secret statistique
40052;Bourdalat;2019;21
40053;Bourriot-Bergonce;2019;20
40054;Brassempouy;2019;19
40055;Bretagne-de-Marsan;2019;6
40056;Brocas;2019;6
40057;Buanes;2019;11
40058;Cachen;2019;6
40059;Cagnotte;2019;17
40060;Callen;2019;7
40061;Campagne;2019;22
40062;Campet-et-Lamolère;2019;N/A - secret statistique
40063;Candresse;2019;6
40064;Canenx-et-Réaut;2019;N/A - secret statistique
40065;Capbreton;2019;14
40066;Carcarès-Sainte-Croix;2019;16
40067;Carcen-Ponson;2019;8
40068;Cassen;2019;10
40069;Castaignos-Souslens;2019;9
40070;Castandet;2019;17
40071;Castelnau-Chalosse;2019;18
40072;Castelnau-Tursan;2019;10
40073;Castelner;2019;9
40074;Castel-Sarrazin;2019;26
40075;Castets;2019;18
40076;Cauna;2019;13
40077;Cauneille;2019;16
40078;Caupenne;2019;15
40079;Cazalis;2019;11
40080;Cazères-sur-l'Adour;2019;23
40081;Cère;2019;
40082;Classun;2019;21
40083;Clèdes;2019;6
40084;Clermont;2019;25
40085;Commensacq;2019;8
40086;Coudures;2019;9
40087;Créon-d'Armagnac;2019;9
40088;Dax;2019;13
40089;Doazit;2019;40
40090;Donzacq;2019;20
40091;Duhort-Bachen;2019;27
40092;Dumes;2019;N/A - secret statistique
40093;Escalans;2019;13
40094;Escource;2019;7
40095;Estibeaux;2019;26
40096;Estigarde;2019;N/A - secret statistique
40097;Eugénie-les-Bains;2019;20
40098;Eyres-Moncube;2019;26
40099;Fargues;2019;18
40100;Le Frêche;2019;14
40101;Gaas;2019;19
40102;Gabarret;2019;19
40103;Gaillères;2019;N/A - secret statistique
40104;Gamarde-les-Bains;2019;30
40105;Garein;2019;N/A - secret statistique
40106;Garrey;2019;12
40108;Gastes;2019;6
40109;Gaujacq;2019;31
40110;Geaune;2019;9
40111;Geloux;2019;N/A - secret statistique
40112;Gibret;2019;7
40113;Goos;2019;18
40114;Gourbera;2019;6
40115;Gousse;2019;N/A - secret statistique
40116;Gouts;2019;12
40117;Grenade-sur-l'Adour;2019;24
40118;Habas;2019;28
40119;Hagetmau;2019;43
40120;Hastingues;2019;19
40121;Hauriet;2019;19
40122;Haut-Mauco;2019;13
40123;Herm;2019;18
40124;Herré;2019;6
40125;Heugas;2019;14
40126;Hinx;2019;19
40127;Hontanx;2019;23
40128;Horsarrieu;2019;15
40129;Josse;2019;7
40130;Labastide-Chalosse;2019;8
40131;Labastide-d'Armagnac;2019;23
40132;Labatut;2019;22
40133;Labenne;2019;8
40134;Labouheyre;2019;N/A - secret statistique
40135;Labrit;2019;16
40136;Lacajunte;2019;11
40137;Lacquy;2019;N/A - secret statistique
40138;Lacrabe;2019;N/A - secret statistique
40139;Laglorieuse;2019;N/A - secret statistique
40140;Lagrange;2019;10
40141;Lahosse;2019;21
40142;Laluque;2019;10
40143;Lamothe;2019;12
40144;Larbey;2019;9
40145;Larrivière-Saint-Savin;2019;12
40146;Latrille;2019;12
40147;Laurède;2019;6
40148;Lauret;2019;8
40149;Lencouacq;2019;N/A - secret statistique
40150;Léon;2019;12
40151;Lesgor;2019;7
40152;Lesperon;2019;8
40153;Le Leuy;2019;9
40154;Lévignacq;2019;6
40155;Linxe;2019;10
40156;Liposthey;2019;11
40157;Lit-et-Mixe;2019;16
40158;Losse;2019;15
40159;Louer;2019;
40160;Lourquen;2019;8
40161;Lubbon;2019;N/A - secret statistique
40162;Lucbardez-et-Bargues;2019;7
40163;Lüe;2019;13
40164;Retjons;2019;12
40165;Luglon;2019;N/A - secret statistique
40166;Lussagnet;2019;N/A - secret statistique
40167;Luxey;2019;10
40168;Magescq;2019;24
40169;Maillas;2019;9
40170;Maillères;2019;N/A - secret statistique
40171;Mano;2019;N/A - secret statistique
40172;Mant;2019;25
40173;Marpaps;2019;10
40174;Mauries;2019;7
40175;Maurrin;2019;11
40176;Mauvezin-d'Armagnac;2019;8
40177;Maylis;2019;31
40178;Mazerolles;2019;11
40179;Mées;2019;N/A - secret statistique
40180;Meilhan;2019;24
40181;Messanges;2019;9
40182;Mézos;2019;10
40183;Mimbaste;2019;25
40184;Mimizan;2019;15
40185;Miramont-Sensacq;2019;35
40186;Misson;2019;25
40187;Moliets-et-Maa;2019;
40188;Momuy;2019;15
40189;Monget;2019;7
40190;Monségur;2019;20
40191;Montaut;2019;14
40192;Mont-de-Marsan;2019;28
40193;Montégut;2019;7
40194;Montfort-en-Chalosse;2019;15
40195;Montgaillard;2019;29
40196;Montsoué;2019;28
40197;Morcenx-la-Nouvelle;2019;18
40198;Morganx;2019;9
40199;Mouscardès;2019;12
40200;Moustey;2019;N/A - secret statistique
40201;Mugron;2019;30
40202;Narrosse;2019;12
40203;Nassiet;2019;14
40204;Nerbis;2019;N/A - secret statistique
40205;Nousse;2019;N/A - secret statistique
40206;Oeyregave;2019;10
40207;Oeyreluy;2019;N/A - secret statistique
40208;Onard;2019;8
40209;Ondres;2019;8
40210;Onesse-Laharie;2019;18
40211;Orist;2019;22
40212;Orthevielle;2019;19
40213;Orx;2019;8
40214;Ossages;2019;13
40215;Ousse-Suzan;2019;N/A - secret statistique
40216;Ozourt;2019;N/A - secret statistique
40217;Parentis-en-Born;2019;24
40218;Parleboscq;2019;35
40219;Payros-Cazautets;2019;6
40220;Pécorade;2019;7
40221;Perquie;2019;24
40222;Pey;2019;24
40223;Peyre;2019;13
40224;Peyrehorade;2019;24
40225;Philondenx;2019;25
40226;Pimbo;2019;14
40227;Pissos;2019;15
40228;Pomarez;2019;41
